rec_no,labno,labno2,prev_labno,fldnam,coll_date,fldnam_an,descript,aov_code,replicate,loc_count,grainsize,dataset,stype,soil_horiz,color,setting,smpgrsize,datum,photos,acchanwid,fldplnwid,waterdep,watcol,flowstage,flowrate,collector,strbed,relief,contamsou,contampot,contamdegr,veg,formation,anal_notes,joinname,latitude,longitude,quad24code,quad250cod,quad100cod,fips,huc_8,category,qd250name,typedesc,medium,source,source_mod,upsieve,dried,stypenote,prime_id,laslid,ornlid,srlid,lllid,site,xsite,replc,labcond,grabs,samphr,orgn_pct,study,sgeounit,alk,o_diss,scin,airtemp,wtrtemp,ph,cond,strflow,str_chan,weath,veg_dens,rock_type,rock_col,odor,icp40_job,al_icp40,ca_icp40,fe_icp40,k_icp40,mg_icp40,na_icp40,p_icp40,ti_icp40,ag_icp40,as_icp40,au_icp40,ba_icp40,be_icp40,bi_icp40,cd_icp40,ce_icp40,co_icp40,cr_icp40,cu_icp40,eu_icp40,ga_icp40,ho_icp40,la_icp40,li_icp40,mn_icp40,mo_icp40,nb_icp40,nd_icp40,ni_icp40,pb_icp40,sc_icp40,sn_icp40,sr_icp40,ta_icp40,th_icp40,u_icp40,v_icp40,y_icp40,yb_icp40,zn_icp40,cs_icp40,rb_icp40,sb_icp40,zr_icp40,as_job,as_aa,se_job,se_aa,hg_job,hg_aa,sb_job,sb_aa,te_job,te_aa,tl_job,tl_aa,w_job,w_vs,au_job,au_aa,pdpt_job,pd_aa,pt_aa,icp10_job,ag_icp10,as_icp10,au_icp10,bi_icp10,cd_icp10,cu_icp10,mo_icp10,pb_icp10,sb_icp10,zn_icp10,ga_icp10,hg_icp10,se_icp10,te_icp10,tl_icp10,icp16_job,al_icp16,ca_icp16,fe_icp16,k_icp16,mg_icp16,na_icp16,p_icp16,si_icp16,ti_icp16,ba_icp16,cr_icp16,mn_icp16,nb_icp16,sr_icp16,y_icp16,zr_icp16,inaajob_us,inaajob_be,na_inaa,sc_inaa,ti_inaa,cr_inaa,fe_inaa,co_inaa,ni_inaa,zn_inaa,as_inaa,br_inaa,rb_inaa,sr_inaa,zr_inaa,mo_inaa,sb_inaa,cs_inaa,ba_inaa,la_inaa,ce_inaa,nd_inaa,sm_inaa,eu_inaa,tb_inaa,yb_inaa,lu_inaa,hf_inaa,ta_inaa,w_inaa,au_inaa,th_inaa,u_inaa,dn_job,u_dn,th_dn,xrf_job,sio2_xrf,al2o3_xrf,fe2o3_xrf,mgo_xrf,cao_xrf,na2o_xrf,k2o_xrf,tio2_xrf,p2o5_xrf,mno_xrf,loi925c,c_s_job,c_tot,c_org,c_co3,s_tot,al_nure,ca_nure,fe_nure,k_nure,mg_nure,na_nure,ag_nure,as_nure,au_nure,b_nure,ba_nure,be_nure,bi_nure,br_nure,cd_nure,ce_nure,cl_nure,co_nure,cr_nure,cs_nure,cu_nure,dy_nure,eu_nure,f_nure,hf_nure,hg_nure,la_nure,li_nure,lu_nure,mn_nure,mo_nure,nb_nure,ni_nure,p_nure,pb_nure,pt_nure,rb_nure,sb_nure,sc_nure,se_nure,sm_nure,sn_nure,sr_nure,ta_nure,tb_nure,th_nure,ti_nure,v_nure,w_nure,y_nure,yb_nure,zn_nure,zr_nure,u_nure,nure_meth,zip3,congdist
RA000010,C-195862,,EKA016,39385,19810414,39385,"SAND IS APPARENTLY WIND BLOWN GRANITIC",,,1,,RASS-CA,40,,,,,NAD27,,>16',,"<2""",,dry,slow,HC,fines-->pebbles,3',urban,"not app",,,QAL,,,34.8034,-118.18512,35120NEG2,35120,35120NE,f06037,18090206,RASS,"Los Angeles",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,7.3,2.315,1.76,2.42,0.585,2.755,0.075,0.407,-2,-10,-8,760,2,-50,-2,86,5,9,6,2,17,-4,41,14,372,-2,21,39,7,10,8,-50,432,-40,6,-100,56,25,3,30,,,,,MRP-03559,4.8,MRP-03559,-0.2,MRP-03559,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,0622C2
RA000011,C-195863,,EKA034,36386,19810421,36386,"CLASTS ARE OF GRANITIC ORIGIN",,,1,,RASS-CA,40,,,,,NAD27,,>16',,"<2""",,dry,slow,HC,fines-->pebbles,3',none,"not app",,,QC,,,34.91373,-118.50133,35120NED1,35120,35120NE,f06029,18090206,RASS,"Los Angeles",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,7.52,1.905,2.15,2.23,0.49,2.545,0.035,0.468,-2,-10,-8,759,1,-50,-2,64,6,56,11,-2,18,-4,27,16,456,3,22,29,18,12,10,-50,342,-40,9,-100,66,26,3,47,,,,,MRP-03559,3.3,MRP-03559,-0.2,MRP-03559,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,0622C2
RA000001,C-195853,,EHL709,72364,19800218,72364,"BRAIDED, MOSTLY VOLCANIC 15-20' CUT BANK, UNCEMENTED CONGLOMERATE/SILTS.",,,1,,RASS-CA,40,,,,,NAD27,,8-16',,"<2""",,dry,rapid,Cook,fines-->boulders,100',none,"not app",,,,,,32.8928,-114.64728,33116NEC1,33116,33116NE,f06025,15030107,RASS,"El Centro",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,4.88,3.215,1.98,1.79,0.6,1.26,0.035,0.325,-2,-10,-8,657,-1,-50,-2,69,5,10,13,-2,11,-4,33,22,363,-2,13,21,10,14,6,-50,297,-40,6,-100,60,14,2,36,,,,,MRP-03559,4.3,MRP-03559,-0.2,MRP-03559,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0651C2
RA000002,C-195854,,EHL714,67363,19800218,67363,"SOILS SAMPLE.  DUNE SAND, PROBABLY AEOLIAN.  GOOD GRASS COVER - NO SIGN OF GRAZING.",,,1,,RASS-CA,590,,,,,NAD27,,,,,,,,SCPS,"fines-->sand, organic",,none,"not app",,,,,,32.85065,-115.13588,33116NWG2,33116,33116NW,f06025,18100200,RASS,"El Centro",SOIL,Sediment,Soil,,,,"Poorly documented",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,3.25,2.075,0.98,1.71,0.53,0.68,0.03,0.138,-2,-10,-8,465,-1,-50,-2,42,3,6,8,-2,7,-4,19,14,204,-2,4,13,7,10,3,-50,160,-40,-6,-100,30,9,-1,23,,,,,MRP-03559,2.6,MRP-03559,-0.2,MRP-03559,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0651C2
RA000003,C-195855,,EHL734,59361,19800215,59361,"JEEP TRAIL IN STREAM BED.  FROM GEOLOGY - ALSO SOME EXTRUSIVES HERE-  FINE GRAINED INTER. TO LIGHT IN COLOR - COBBLE SIZE.",,,1,,RASS-CA,40,,,,,NAD27,,8-16',,"<2""",,dry,mod,PSSC,sand-->boulders,500',other,poss,,,,,,32.68531,-115.98132,33116NWA3,33116,33116NW,f06025,18100200,RASS,"El Centro",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,6.32,2.675,3.15,1.57,0.98,1.66,0.075,0.6,-2,-10,-8,666,1,-50,-2,192,10,32,23,2,17,-4,92,20,820,3,16,88,14,12,10,-50,343,-40,35,-100,103,27,3,68,,,,,MRP-03559,2.4,MRP-03559,0.4,MRP-03559,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0651C2
RA000004,C-195856,,EHL781,59375,19800131,59375,"SITE IN JOSHUA TREE NEAR WEIRD EXHIBIT MARKER AND REMAINS OF AN OLD MINE DOWNSTREAM.  NICE DAY FINALLY, AFTER TORRENTIAL RAINS.",,,1,,RASS-CA,40,,,,,NAD27,,4-8',,"<2""",,dry,rapid,YS,sand-->boulders,800',none,"not app",,,,,,33.9379,-115.97038,34116NWA1,34116,34116NW,f06065,18100100,RASS,"Salton Sea",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,8.175,1.675,4.41,2.62,1.73,1.85,0.06,0.506,-2,-10,-8,555,1,-50,-2,144,15,48,32,3,26,-4,70,20,611,-2,31,64,26,27,15,-50,183,-40,31,-100,106,37,4,114,,,,,MRP-03559,2.2,MRP-03559,-0.2,MRP-03559,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0645C2
RA000005,C-195857,,EHL803,73363,19800217,73363,"NEAR 3C'S MINE AND ROAD.  STREAMBED CONSISTS OF F IGNEOUS INTRUSIVES AND EXTRUSIVES",,,1,,RASS-CA,40,,,,,NAD27,,8-16',,"<2""",,dry,mod,PSSC,sand-->boulders,200',mine,poss,,,,,,32.84606,-114.51017,33116NED2,33116,33116NE,f06025,15030107,RASS,"El Centro",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,5.36,2.75,2.61,2.02,1.125,1.175,0.075,0.341,-2,-10,-8,607,1,-50,-2,67,9,24,24,-2,13,-4,32,26,471,-2,12,25,15,19,9,-50,246,-40,7,-100,77,17,2,56,,,,,MRP-03559,6.6,MRP-03559,-0.2,MRP-03559,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0651C2
RA000006,C-195858,,EHL883,73364,19800218,73364,"BRAIDED, 15' CUT BANK W/ SMALL EXPOSURES OF VOLCANIC BED ROCK",,,1,,RASS-CA,40,,,,,NAD27,,8-16',,"<2""",,dry,rapid,PSSC,fines-->boulders,240',none,"not app",,,,,,32.92778,-114.51714,33116NED1,33116,33116NE,f06025,15030104,RASS,"El Centro",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,4.435,2.58,1.73,1.8,0.605,1.19,0.03,0.27,-2,-10,-8,698,1,-50,-2,67,5,13,10,-2,10,-4,32,19,441,-2,12,24,9,14,5,-50,308,-40,-6,-100,50,14,2,39,,,,,MRP-03559,3.8,MRP-03559,-0.2,MRP-03559,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0651C2
RA000007,C-195859,,LFK531,62364,19800215,62364,"NO NATURAL VEG, SAMPLE SITE NEAR CULTIVATED FIELDS AND ROADS.  MAPS;  NO BRAWLEY NW 7.5' - SEE BRAWLEY 7.5'",,,1,,RASS-CA,590,,,,,NAD27,,,,,,,,PSSC,"fines-->sand, organic",,"farm, urban","prob, def",,,,,,32.91403,-115.62716,33116NWC1,33116,33116NW,f06025,18100200,RASS,"El Centro",SOIL,Sediment,Soil,,,,"Poorly documented",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,6.85,3.895,2.66,2.17,1.495,0.645,0.07,0.308,-2,-10,-8,524,2,-50,-2,73,10,19,24,-2,18,-4,37,44,422,-2,15,32,19,15,10,-50,235,-40,9,-100,92,19,2,73,,,,,MRP-03559,8.8,MRP-03559,0.2,MRP-03559,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,0651C2
RA000008,C-195860,,EKA013,40381,19810423,40381,"CLASTS IN STREAM ARE PRIMARLY APLITIC TRACHYTE GRANITE",,,1,,RASS-CA,40,,,,,NAD27,,>16',,"<2""",,dry,slow,HC,fines-->cobbles,7',none,"not app",,,"PTGR OR GR",,,34.48153,-118.06418,35120SEH1,35120,35120SE,f06037,18090206,RASS,"Los Angeles",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,9.66,2.805,3.25,1.29,1.015,4.205,0.085,0.402,-2,-10,-8,1650,-1,-50,-2,37,11,27,51,-2,23,-4,17,8,772,-2,12,22,15,9,10,-50,960,-40,-6,-100,88,14,2,76,,,,,MRP-03559,2.7,MRP-03559,-0.2,MRP-03559,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,0625C2
RA000017,C-195869,,EKA129,39379,19810426,39379,"CLASTS ARE OF MED-COARSE GR. MONZONITE TO GRANODIRITE",,,1,,RASS-CA,40,,,,,NAD27,,2-4',,"2-4""",,dry,slow,HC,fines-->cobbles,11',none,"not app",,,GR,,,34.27415,-118.15899,35120SEG2,35120,35120SE,f06037,18070105,RASS,"Los Angeles",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,7.765,2.34,4.43,2.15,1.01,2.545,0.115,0.446,-2,-10,-8,565,2,-50,-2,160,11,28,16,3,24,-4,80,20,674,-2,29,71,12,25,13,-50,363,-40,21,-100,107,37,4,72,,,,,MRP-03559,1.7,MRP-03559,-0.2,MRP-03559,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910,0626C2
RA000018,C-195870,,EKA131,37379,19810425,37379,"CLASTS ARE OF COARSE GR. MONZONITE GRANODIORITE, OFTEN W/GRAVEL-COBBLE SIZE ZENOLITHIC INCLUSION OFTEN FLOW DRAINAGE BEDROCK EXPOSED IS COARSE GR. BUFF STAINED GRANITE",,,1,,RASS-CA,37,,,,,NAD27,,8-16',,"4-8""",,normal,mod,HC,fines-->boulders,7',none,"not app",,,GR,,,34.32008,-118.33013,35120SEF2,35120,35120SE,f06037,18070105,RASS,"Los Angeles",STRM-SED-WET,Sediment,Stream,Wet,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,7.125,2.455,7.29,1.67,1.215,2,0.155,0.924,-2,-10,-8,614,1,-50,-2,140,17,55,26,-2,20,-4,73,17,1010,2,32,62,18,10,15,-50,384,-40,18,-100,156,31,4,75,,,,,MRP-03559,2,MRP-03559,-0.2,MRP-03559,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,0625C2
RA000019,C-195871,,EKA140,51403,19810224,51403,"MOSTLY CEMENTED ALLUVIUM W/LOWER BEDS OF LIGHT COLORED FOSSILIFEROUS ALGEA(?) COBBLES OF LIMEST, QTZT, ETC.",,,1,,RASS-CA,40,,,,,NAD27,,>16',,"<2""",,dry,slow,RT,sand-->cobbles,1338',none,"not app",,,"PC,QB",,,36.46085,-116.83401,37118SEB1,37118,37118SE,f06027,18090203,RASS,"Death Valley",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,3.815,7.665,1.59,1.97,2.105,0.795,0.04,0.204,-2,16,-8,449,-1,-50,-2,58,6,7,11,-2,8,-4,27,69,354,-2,11,24,8,11,4,-50,434,-40,8,-100,42,9,1,26,,,,,MRP-03559,17.6,MRP-03559,-0.2,MRP-03559,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0625C2
RA000020,C-195872,,EKA141,33383,19810318,33383,"CLASTS ARE OF FINE-O FLOW BANDED TRACHYTE MONZONITE",,,1,,RASS-CA,40,,,,,NAD27,,>16',,"<2""",,dry,slow,HC,fines-->boulders,17',none,"not app",,,PUD,,,34.68371,-118.84839,35120NEB3,35120,35120NE,f06111,18070102,RASS,"Los Angeles",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,6.835,3.915,9.19,1.54,2.825,1.75,0.175,0.985,-2,-10,-8,492,-1,-50,-2,71,32,110,59,2,19,-4,36,19,1510,3,31,42,48,5,35,-50,221,-40,-6,-100,233,46,6,130,,,,,MRP-03559,2.5,MRP-03559,-0.2,MRP-03559,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,0624C2
RA000021,C-195873,,EKA142,40380,19810422,40380,,,,1,,RASS-CA,37,,,,,NAD27,,>16',,"2-4""",,low,slow,HC,fines-->cobbles,6',urban,"not app",,,GR,,,34.40965,-118.07701,35120SEH1,35120,35120SE,f06037,18070102,RASS,"Los Angeles",STRM-SED-WET,Sediment,Stream,Wet,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,8.3,2.81,4.35,1.68,1.615,3.745,0.07,0.391,-2,-10,-8,1460,-1,-50,-2,37,18,58,22,-2,20,-4,18,6,1300,-2,17,22,44,33,13,-50,655,-40,-6,-100,117,17,2,66,,,,,MRP-03559,-0.6,MRP-03559,-0.2,MRP-03559,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,0625C2
RA000022,C-195874,,EKA154,52398,19810227,52398,"VERY WHITE MARBLE LONG CRYSTALS SCHIST & SOME PORPHYRITIC VOLC",,,1,,RASS-CA,40,,,,,NAD27,,8-16',,"<2""",,dry,mod,RT,sand-->boulders,5186',none,"not app",,,BI,,,36.01167,-116.73674,37118SEC4,37118,37118SE,f06027,18090203,RASS,"Death Valley",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,5.425,9.6,3.38,1.96,5.055,1.52,0.125,0.286,-2,-10,-8,1890,1,-50,-2,105,15,15,86,-2,13,-4,58,30,846,17,10,47,17,286,8,-50,315,-40,12,-100,75,17,2,533,,,,,MRP-03559,12.1,MRP-03559,0.4,MRP-03559,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0625C2
RA000023,C-195875,,EKA162,51397,19810411,51397,,,,1,,RASS-CA,40,,,,,NAD27,,>16',,"<2""",,dry,slow,HC,fines-->boulders,9',none,"not app",,,QC-Pleist,,,35.97622,-116.92883,36118NEA1,36118,36118NE,f06027,18090203,RASS,Trona,STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,5.065,8.555,5.52,1.41,5.08,1.39,0.06,0.93,-2,-10,-8,547,-1,-50,-2,79,20,50,31,2,12,-4,39,23,1150,-2,17,38,31,20,10,-50,490,-40,23,-100,117,18,2,75,,,,,MRP-03559,6.8,MRP-03559,-0.2,MRP-03559,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0625C2
RA000024,C-195876,,EKA186,45406,19810313,45406,,,,1,,RASS-CA,40,,,,,NAD27,,>16',,"<2""",,dry,slow,JB,sand-->cobbles,84',none,"not app",,,D,,,36.7434,-117.46188,37118NWE3,37118,37118NW,f06027,18090201,RASS,"Death Valley",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,7.04,4.985,2.88,1.74,1.18,1.15,0.105,0.325,-2,10,-8,393,2,-50,-2,75,12,32,24,-2,19,-4,39,60,452,3,14,34,35,16,12,-50,329,-40,9,-100,100,18,3,79,,,,,MRP-03559,14.2,MRP-03559,1.3,MRP-03559,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0625C2
RA000025,C-195877,,EKA187,37385,19810421,37385,"SOIL SAMPLE, ANY CLASTS HERE LARGER THAN SILT-CLAY SIZE ARE OF GRANITIC ORIGIN",,,1,,RASS-CA,40,,,,,NAD27,,4-8',,"<2""",,dry,sluggish,HC,fines-->pebbles,3',farm,"not app",,,QAL,,,34.84903,-118.37009,35120NEF2,35120,35120NE,f06029,18090206,RASS,"Los Angeles",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,7.9,2.495,3.95,1.76,1.61,2.155,0.075,0.534,-2,-10,-8,554,1,-50,-2,54,15,64,24,-2,19,-4,28,34,711,-2,19,28,34,12,18,-50,298,-40,-6,-100,123,23,3,79,,,,,MRP-03559,12,MRP-03559,-0.2,MRP-03559,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,0622C2
RA000026,C-195878,,EKA191,37381,19810422,37381,"CLASTS ARE GRANITIC. LOTS OF HOUSES & RANCHETTES AROUND FIELD BUT NONE VERY CLOSE UPSTREAM",,,1,,RASS-CA,40,,,,,NAD27,,1-2',,"<2""",,dry,sluggish,HC,fines-->pebbles,14',urban,"not app",,,QC,,,34.49694,-118.33807,35120SEF1,35120,35120SE,f06037,18070102,RASS,"Los Angeles",STRM-SED-DRY,Sediment,Stream,Dry,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,7.83,1.26,2.81,2.48,0.69,2.235,0.055,0.369,-2,-10,-8,976,2,-50,-2,126,9,38,16,-2,21,-4,62,21,565,2,19,54,19,30,10,-50,300,-40,20,-100,63,22,3,70,,,,,MRP-03559,3.1,MRP-03559,-0.2,MRP-03559,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,0625C2
RA000027,C-195879,,EKA194,43371,19810320,43371,"STREAM IN MIDDLE OF GRAZING LAND.",,,1,,RASS-CA,37,,,,,NAD27,,4-8',,"2-4""",,normal,sluggish,JB,"fines-->pebbles, organic",34',ranch,prob,,,MM,,,33.58716,-117.71548,34118NWC4,34118,34118NW,f06059,18070301,RASS,"Santa Ana",STRM-SED-WET,Sediment,Stream,Wet,180,<100oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-03559,7.555,2.565,1.16,1.29,0.43,2.4,0.025,0.319,-2,-10,-8,653,1,-50,-2,29,4,16,4,-2,17,-4,13,6,304,-2,10,14,4,9,6,-50,364,-40,-6,-100,40,13,2,25,,,,,MRP-03559,1.7,MRP-03559,-0.2,MRP-03559,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,0648C2
